EXPID,WIYN_FWHM,WIYN_DT_MIN,WIYN_SOURCE,WIYN_UT
340419,1.15,-8.8,Science Image,2026-03-06T03:13:57Z
340420,1.05,-2.85,Science Image,2026-03-06T03:38:41Z
340421,1.2,-4.0,Science Image,2026-03-06T03:58:44Z
340781,1.0,-2.91,Science Image,2026-03-08T02:25:24Z
340782,1.5,-3.61,Science Image,2026-03-08T02:44:27Z
340783,1.2,-2.09,Science Image,2026-03-08T03:05:22Z
340784,2.1,-2.29,Science Image,2026-03-08T03:25:45Z
340785,1.3,7.8,Science Image,2026-03-08T03:58:26Z
340786,1.3,-9.18,Science Image,2026-03-08T03:58:26Z
340788,1.5,21.91,Science Image,2026-03-08T05:04:12Z
340789,1.5,8.06,Science Image,2026-03-08T05:04:12Z
340790,1.5,-7.52,Science Image,2026-03-08T05:04:12Z
340791,1.9,13.66,Science Image,2026-03-08T05:46:54Z
340792,1.9,-11.41,Science Image,2026-03-08T05:46:54Z
340793,2.3,10.48,Science Image,2026-03-08T06:31:49Z
340797,3.2,-20.84,Science Image,2026-03-08T06:52:06Z
340799,2.6,29.83,Science Image,2026-03-08T08:19:57Z
340800,2.6,1.15,Science Image,2026-03-08T08:19:57Z
340801,1.3,8.44,Science Image,2026-03-08T08:53:06Z
340802,1.3,-14.73,Science Image,2026-03-08T08:53:06Z
340803,1.0,5.57,Science Image,2026-03-08T09:34:17Z
340804,1.1,9.22,Science Image,2026-03-08T09:52:49Z
340805,1.1,-2.9,Science Image,2026-03-08T09:52:49Z
340806,0.9,-7.11,Science Image,2026-03-08T10:01:15Z
340807,0.9,7.41,Science Image,2026-03-08T10:27:55Z
340808,0.9,-5.71,Science Image,2026-03-08T10:27:55Z
340809,0.9,-20.77,Science Image,2026-03-08T10:27:55Z
340810,1.3,17.84,Science Image,2026-03-08T11:21:37Z
340811,1.3,2.64,Science Image,2026-03-08T11:21:37Z
340812,1.3,-12.65,Science Image,2026-03-08T11:21:37Z
340813,0.9,16.72,Science Image,2026-03-08T12:05:01Z
340814,0.9,4.36,Science Image,2026-03-08T12:05:01Z
340815,0.9,-8.52,Science Image,2026-03-08T12:05:01Z
340816,1.1,17.58,Science Image,2026-03-08T12:46:06Z
340817,1.1,0.88,Science Image,2026-03-08T12:46:06Z
340953,1.0,-6.55,Est. from Guider,2026-03-09T05:04:05Z
340954,1.1,8.35,Est. from Guider,2026-03-09T05:41:01Z
340955,1.6,-2.43,Est. from Guider,2026-03-09T05:51:52Z
340956,1.6,-21.59,Est. from Guider,2026-03-09T05:51:52Z
341341,1.6,-2.82,Est. from Guider,2026-03-12T02:29:27Z
341342,1.6,-15.57,Est. from Guider,2026-03-12T02:29:27Z
341343,1.78,16.92,Est. from Guider,2026-03-12T03:18:40Z
341344,3.4,-2.04,Est. from Guider,2026-03-12T03:18:51Z
341350,2.65,-16.9,Est. from Guider,2026-03-12T04:51:14Z
341353,1.09,24.07,Est. from Guider,2026-03-12T06:29:40Z
341354,1.09,5.57,Est. from Guider,2026-03-12T06:29:40Z
341355,1.16,-9.46,Est. from Guider,2026-03-12T06:37:17Z
341359,1.2,27.19,Est. from Guider,2026-03-12T08:31:42Z
341360,1.2,6.04,Est. from Guider,2026-03-12T08:31:42Z
341361,1.57,0.81,Est. from Guider,2026-03-12T08:49:45Z
341362,1.03,-4.61,Est. from Guider,2026-03-12T09:07:42Z
341363,1.03,-27.88,Est. from Guider,2026-03-12T09:07:42Z
341368,1.87,18.04,Est. from Guider,2026-03-12T11:42:17Z
341369,1.87,5.99,Est. from Guider,2026-03-12T11:42:17Z
341370,1.87,-5.37,Est. from Guider,2026-03-12T11:42:17Z
341371,1.87,-24.91,Est. from Guider,2026-03-12T11:42:17Z
341510,1.2,20.56,Est. from Guider,2026-03-13T03:03:31Z
341511,1.2,7.76,Est. from Guider,2026-03-13T03:03:31Z
341517,1.0,12.99,Est. from Guider,2026-03-13T05:19:58Z
341518,1.0,-12.84,Est. from Guider,2026-03-13T05:19:58Z
341520,1.0,13.62,Est. from Guider,2026-03-13T06:35:09Z
341521,1.0,-12.4,Est. from Guider,2026-03-13T06:35:09Z
341528,1.0,17.98,Est. from Guider,2026-03-13T09:39:51Z
341529,1.0,-2.89,Est. from Guider,2026-03-13T09:40:02Z
341530,1.0,-22.82,Est. from Guider,2026-03-13T09:40:02Z
341674,1.2,8.42,Est. from Guider,2026-03-14T02:44:57Z
341675,1.2,-9.31,Est. from Guider,2026-03-14T02:44:57Z
341680,1.2,4.47,Est. from Guider,2026-03-14T04:57:50Z
341681,1.5,-19.14,Est. from Guider,2026-03-14T04:58:01Z
341682,1.2,18.06,Est. from Guider,2026-03-14T05:56:10Z
341683,1.2,1.48,Est. from Guider,2026-03-14T05:56:10Z
341684,1.2,-14.89,Est. from Guider,2026-03-14T05:56:10Z
341686,1.0,23.29,Est. from Guider,2026-03-14T07:08:54Z
341687,1.0,7.22,Est. from Guider,2026-03-14T07:08:54Z
341688,1.0,-9.46,Est. from Guider,2026-03-14T07:08:54Z
341689,1.0,-24.8,Est. from Guider,2026-03-14T07:08:54Z
341855,1.1,-25.19,Est. from Guider,2026-03-15T05:08:58Z
341856,1.1,10.11,Est. from Guider,2026-03-15T06:00:09Z
341857,1.2,11.12,Est. from Guider,2026-03-15T06:22:25Z
341858,1.2,-10.78,Est. from Guider,2026-03-15T06:22:25Z
341859,1.2,1.88,Est. from Guider,2026-03-15T06:57:29Z
341860,1.2,-21.94,Est. from Guider,2026-03-15T06:57:29Z
341861,1.1,1.52,Est. from Guider,2026-03-15T07:45:39Z
341862,1.1,21.83,Est. from Guider,2026-03-15T08:33:02Z
341863,1.1,-4.21,Est. from Guider,2026-03-15T08:33:02Z
341864,1.1,1.39,Est. from Guider,2026-03-15T09:00:01Z
341865,1.1,-22.0,Est. from Guider,2026-03-15T09:00:01Z
341868,1.2,10.1,Est. from Guider,2026-03-15T10:43:21Z
341869,1.2,-17.29,Est. from Guider,2026-03-15T10:43:21Z
342012,0.86,-5.81,Est. from Guider,2026-03-16T02:32:15Z
342013,0.86,-20.24,Est. from Guider,2026-03-16T02:32:15Z
342017,0.67,-13.91,Est. from Guider,2026-03-16T04:06:06Z
342018,0.56,27.97,Est. from Guider,2026-03-16T05:12:57Z
342019,0.56,9.96,Est. from Guider,2026-03-16T05:12:57Z
342020,0.56,-11.92,Est. from Guider,2026-03-16T05:12:57Z
342021,0.61,8.2,Est. from Guider,2026-03-16T05:57:17Z
342022,0.61,-17.37,Est. from Guider,2026-03-16T05:57:17Z
342031,0.5,14.8,Est. from Guider,2026-03-16T10:03:15Z
342032,0.5,-6.69,Est. from Guider,2026-03-16T10:03:15Z
342033,0.5,-25.99,Est. from Guider,2026-03-16T10:03:15Z
342036,0.6,7.79,Est. from Guider,2026-03-16T11:43:50Z
342037,0.6,-16.61,Est. from Guider,2026-03-16T11:43:50Z
342178,1.5,8.9,Est. from Guider,2026-03-17T02:47:39Z
342179,1.5,0.08,Est. from Guider,2026-03-17T02:47:39Z
342180,1.5,-19.4,Est. from Guider,2026-03-17T02:47:39Z
342185,1.2,20.05,Est. from Guider,2026-03-17T05:09:56Z
342186,1.2,-3.35,Est. from Guider,2026-03-17T05:09:56Z
342187,1.1,0.25,Est. from Guider,2026-03-17T05:32:27Z
342188,1.1,12.27,Est. from Guider,2026-03-17T06:03:02Z
342189,1.1,-10.25,Est. from Guider,2026-03-17T06:03:02Z
342190,1.0,-4.41,Est. from Guider,2026-03-17T06:29:49Z
342191,1.0,-25.85,Est. from Guider,2026-03-17T06:29:49Z
342195,1.2,14.84,Est. from Guider,2026-03-17T08:32:00Z
342196,1.2,-10.35,Est. from Guider,2026-03-17T08:32:00Z
342200,1.4,28.24,Est. from Guider,2026-03-17T10:17:16Z
342201,1.4,8.52,Est. from Guider,2026-03-17T10:17:16Z
342203,1.4,14.25,Est. from Guider,2026-03-17T11:03:13Z
342204,1.4,-6.93,Est. from Guider,2026-03-17T11:03:13Z
342205,1.4,-29.3,Est. from Guider,2026-03-17T11:03:13Z
342206,1.3,8.91,Est. from Guider,2026-03-17T12:07:20Z
342207,1.3,-19.27,Est. from Guider,2026-03-17T12:07:20Z
342345,1.1,0.45,Est. from Guider,2026-03-18T02:42:35Z
342346,1.1,5.2,Est. from Guider,2026-03-18T03:06:59Z
342347,1.1,-16.06,Est. from Guider,2026-03-18T03:06:59Z
342350,1.1,13.39,Est. from Guider,2026-03-18T04:48:23Z
342351,1.0,-8.53,Est. from Guider,2026-03-18T04:51:51Z
342353,1.0,15.75,Est. from Guider,2026-03-18T06:05:47Z
342354,1.0,-9.53,Est. from Guider,2026-03-18T06:05:47Z
342355,1.1,9.87,Est. from Guider,2026-03-18T06:48:07Z
342356,1.1,-8.78,Est. from Guider,2026-03-18T06:48:07Z
342357,1.1,-23.91,Est. from Guider,2026-03-18T06:48:07Z
342361,1.2,27.85,Est. from Guider,2026-03-18T08:35:00Z
342362,1.2,13.04,Est. from Guider,2026-03-18T08:35:00Z
342363,1.2,-13.59,Est. from Guider,2026-03-18T08:35:00Z
342364,1.2,6.43,Est. from Guider,2026-03-18T09:10:28Z
342365,1.2,-13.26,Est. from Guider,2026-03-18T09:10:28Z
342366,1.1,-1.63,Est. from Guider,2026-03-18T09:42:21Z
342367,1.1,-27.9,Est. from Guider,2026-03-18T09:42:21Z
342368,1.1,10.06,Est. from Guider,2026-03-18T10:46:04Z
342369,1.1,-15.66,Est. from Guider,2026-03-18T10:46:04Z
342371,1.1,28.66,Est. from Guider,2026-03-18T12:14:09Z
342372,1.1,12.0,Est. from Guider,2026-03-18T12:14:09Z
342373,1.1,-2.38,Est. from Guider,2026-03-18T12:14:09Z
342374,1.1,-13.3,Est. from Guider,2026-03-18T12:14:09Z
342375,1.1,-26.11,Est. from Guider,2026-03-18T12:14:09Z
342528,1.0,15.74,Est. from Guider,2026-03-19T08:26:57Z
342529,1.0,-7.01,Est. from Guider,2026-03-19T08:26:57Z
342531,1.0,13.27,Est. from Guider,2026-03-19T09:36:31Z
342532,1.0,-0.39,Est. from Guider,2026-03-19T09:45:49Z
342533,1.0,-22.66,Est. from Guider,2026-03-19T09:45:49Z
342535,0.9,27.82,Est. from Guider,2026-03-19T11:21:14Z
342536,0.9,1.65,Est. from Guider,2026-03-19T11:21:14Z
342537,0.9,-24.65,Est. from Guider,2026-03-19T11:21:14Z
342681,0.7,-8.79,Est. from Guider,2026-03-20T02:30:38Z
342682,0.8,-4.42,Est. from Guider,2026-03-20T02:52:04Z
342683,0.84,16.64,Est. from Guider,2026-03-20T03:31:50Z
342684,0.84,-2.32,Est. from Guider,2026-03-20T03:31:50Z
342685,0.62,10.86,Est. from Guider,2026-03-20T04:03:52Z
342686,1.0,-1.7,Est. from Guider,2026-03-20T04:14:34Z
342687,0.85,-7.92,Est. from Guider,2026-03-20T04:39:22Z
342688,0.76,-1.83,Est. from Guider,2026-03-20T05:12:41Z
342689,1.0,1.12,Est. from Guider,2026-03-20T05:46:59Z
342690,0.8,-7.11,Est. from Guider,2026-03-20T06:08:12Z
342691,0.75,11.21,Est. from Guider,2026-03-20T06:53:34Z
342692,0.75,-13.48,Est. from Guider,2026-03-20T06:53:34Z
342695,0.65,20.49,Est. from Guider,2026-03-20T08:45:27Z
342696,0.65,-2.0,Est. from Guider,2026-03-20T08:45:27Z
342697,0.65,-24.51,Est. from Guider,2026-03-20T08:45:27Z
342698,0.6,21.53,Est. from Guider,2026-03-20T09:54:59Z
342699,0.6,-1.08,Est. from Guider,2026-03-20T09:54:59Z
342700,0.75,18.52,Est. from Guider,2026-03-20T10:38:59Z
342701,0.75,-4.06,Est. from Guider,2026-03-20T10:38:59Z
342702,0.75,-26.93,Est. from Guider,2026-03-20T10:38:59Z
342704,1.0,4.65,Est. from Guider,2026-03-20T12:03:07Z
342705,1.0,-15.15,Est. from Guider,2026-03-20T12:03:07Z
342842,0.9,-10.26,Est. from Guider,2026-03-21T02:32:03Z
342843,1.15,19.72,Est. from Guider,2026-03-21T03:22:20Z
342844,1.15,-2.11,Est. from Guider,2026-03-21T03:22:20Z
342845,0.75,8.49,Est. from Guider,2026-03-21T03:55:16Z
342846,0.75,-10.48,Est. from Guider,2026-03-21T03:55:16Z
342850,0.75,4.07,Est. from Guider,2026-03-21T05:54:12Z
342851,0.75,-15.81,Est. from Guider,2026-03-21T05:54:12Z
342855,1.15,19.0,Est. from Guider,2026-03-21T07:51:40Z
342856,1.15,-1.95,Est. from Guider,2026-03-21T07:51:40Z
342857,1.15,-21.64,Est. from Guider,2026-03-21T07:51:40Z
342858,0.65,16.43,Science Image,2026-03-21T08:49:08Z
342859,0.65,-1.75,Science Image,2026-03-21T08:49:08Z
342860,0.6,18.13,Est. from Guider,2026-03-21T09:33:01Z
342861,0.6,-1.36,Est. from Guider,2026-03-21T09:33:01Z
342862,0.51,-8.48,Est. from Guider,2026-03-21T09:46:34Z
342863,0.51,-28.8,Est. from Guider,2026-03-21T09:46:34Z
342865,0.7,14.75,Est. from Guider,2026-03-21T11:13:17Z
342866,0.7,-10.08,Est. from Guider,2026-03-21T11:13:17Z
343013,1.0,-14.2,Est. from Guider,2026-03-22T02:33:34Z
343014,1.2,4.71,Est. from Guider,2026-03-22T03:08:27Z
343015,1.2,-13.43,Est. from Guider,2026-03-22T03:08:27Z
343016,0.8,13.76,Est. from Guider,2026-03-22T03:54:56Z
343017,0.8,-5.77,Est. from Guider,2026-03-22T03:54:56Z
343018,0.95,9.09,Est. from Guider,2026-03-22T04:26:49Z
343019,0.95,-7.33,Est. from Guider,2026-03-22T04:26:49Z
343023,1.23,-23.12,Est. from Guider,2026-03-22T05:44:48Z
343026,0.72,28.27,Est. from Guider,2026-03-22T07:37:30Z
343027,0.72,5.56,Est. from Guider,2026-03-22T07:37:30Z
343028,0.72,-18.53,Est. from Guider,2026-03-22T07:37:30Z
343030,0.5,17.78,Est. from Guider,2026-03-22T08:58:03Z
343031,0.5,-4.34,Est. from Guider,2026-03-22T08:58:03Z
343032,0.5,-23.39,Est. from Guider,2026-03-22T08:58:03Z
343038,0.9,27.91,Est. from Guider,2026-03-22T11:54:36Z
343039,0.9,13.27,Est. from Guider,2026-03-22T11:54:36Z
343040,0.9,-5.88,Est. from Guider,2026-03-22T11:54:36Z
343041,0.9,-22.3,Est. from Guider,2026-03-22T11:54:36Z
343178,1.0,-11.47,Est. from Guider,2026-03-23T02:31:43Z
343179,0.86,13.48,Est. from Guider,2026-03-23T03:13:07Z
343180,0.86,2.33,Est. from Guider,2026-03-23T03:13:07Z
343182,0.7,-16.15,Est. from Guider,2026-03-23T03:24:58Z
343183,0.7,-29.22,Est. from Guider,2026-03-23T03:24:58Z
343185,1.0,18.99,Est. from Guider,2026-03-23T04:40:00Z
343186,1.0,-4.89,Est. from Guider,2026-03-23T04:40:00Z
343193,1.3,24.98,Est. from Guider,2026-03-23T07:53:31Z
343194,1.3,-0.9,Est. from Guider,2026-03-23T07:53:31Z
343195,0.85,-12.19,Est. from Guider,2026-03-23T08:01:40Z
343196,1.5,4.64,Est. from Guider,2026-03-23T08:40:20Z
343197,1.0,10.25,Est. from Guider,2026-03-23T09:13:25Z
343198,1.0,-12.32,Est. from Guider,2026-03-23T09:13:25Z
344037,0.92,-11.08,Est. from Guider,2026-03-28T08:06:13Z
344038,0.92,-23.97,Est. from Guider,2026-03-28T08:06:13Z
344707,1.01,2.61,Science Image,2026-04-02T03:26:12Z
344708,1.05,5.79,Science Image,2026-04-02T03:48:21Z
344709,0.8,-0.41,Science Image,2026-04-02T04:00:42Z
344710,1.3,1.55,Science Image,2026-04-02T04:22:50Z
344884,0.9,16.59,Science Image,2026-04-03T04:00:21Z
344885,0.9,-5.75,Science Image,2026-04-03T04:00:21Z
344886,0.6,2.25,Science Image,2026-04-03T04:27:09Z
344894,1.0,26.92,Science Image,2026-04-03T06:43:08Z
344907,1.35,-4.62,Science Image,2026-04-03T08:52:31Z
344908,1.15,-1.77,Science Image,2026-04-03T09:13:03Z
344909,1.15,-18.71,Science Image,2026-04-03T09:13:03Z
344913,1.0,26.62,Science Image,2026-04-03T11:28:39Z
344914,1.0,10.08,Science Image,2026-04-03T11:28:39Z
344915,1.0,-8.11,Science Image,2026-04-03T11:28:39Z
344916,0.9,-12.28,Science Image,2026-04-03T11:51:51Z
345188,0.9,-26.97,Science Image,2026-04-04T11:38:12Z
345966,0.6,3.03,Focus,2026-04-09T02:58:36Z
345968,0.8,13.47,Est. from Guider,2026-04-09T03:46:14Z
345969,0.8,3.4,Est. from Guider,2026-04-09T03:46:14Z
345970,0.8,2.28,Est. from Guider,2026-04-09T04:02:46Z
345971,0.65,0.02,Est. from Guider,2026-04-09T04:25:40Z
345972,0.7,-5.52,Est. from Guider,2026-04-09T04:46:52Z
345973,0.7,5.95,Est. from Guider,2026-04-09T05:33:19Z
345974,0.8,-6.74,Est. from Guider,2026-04-09T05:50:10Z
345975,0.7,-19.85,Est. from Guider,2026-04-09T06:04:54Z
345976,1.1,15.88,Est. from Guider,2026-04-09T07:10:08Z
345977,1.1,-9.36,Est. from Guider,2026-04-09T07:10:08Z
345978,1.2,-9.39,Est. from Guider,2026-04-09T07:31:15Z
345979,0.8,-4.47,Est. from Guider,2026-04-09T07:54:26Z
345980,1.1,-8.45,Est. from Guider,2026-04-09T08:10:32Z
345981,0.8,-1.7,Est. from Guider,2026-04-09T08:40:08Z
345982,0.8,-27.03,Est. from Guider,2026-04-09T08:40:08Z
345983,1.1,5.96,Est. from Guider,2026-04-09T09:38:09Z
345984,1.1,-12.0,Est. from Guider,2026-04-09T09:38:09Z
345985,1.4,13.71,Est. from Guider,2026-04-09T10:19:17Z
345986,1.4,-3.36,Est. from Guider,2026-04-09T10:19:17Z
345987,1.4,-17.53,Est. from Guider,2026-04-09T10:19:17Z
345988,1.1,7.74,Est. from Guider,2026-04-09T10:58:03Z
345989,1.1,-7.01,Est. from Guider,2026-04-09T10:58:03Z
345990,1.1,-21.3,Est. from Guider,2026-04-09T10:58:03Z
345992,1.0,-1.32,Est. from Guider,2026-04-09T12:06:56Z
346132,1.2,29.26,Est. from Guider,2026-04-10T03:29:06Z
346133,1.2,10.87,Est. from Guider,2026-04-10T03:29:06Z
346134,1.2,-2.98,Est. from Guider,2026-04-10T03:29:06Z
346135,1.2,-19.56,Est. from Guider,2026-04-10T03:29:06Z
346294,1.0,6.94,Est. from Guider,2026-04-11T03:01:29Z
346457,1.2,15.17,Est. from Guider,2026-04-12T04:43:43Z
346458,1.2,-8.62,Est. from Guider,2026-04-12T04:43:43Z
346460,1.0,-7.34,Est. from Guider,2026-04-12T05:12:24Z
346462,1.5,9.87,Est. from Guider,2026-04-12T05:50:22Z
346463,1.5,-0.52,Est. from Guider,2026-04-12T05:50:22Z
346464,1.2,-11.52,Est. from Guider,2026-04-12T05:55:07Z
346469,1.5,24.5,Est. from Guider,2026-04-12T07:44:47Z
346470,1.5,15.17,Est. from Guider,2026-04-12T07:44:47Z
346471,1.5,-0.25,Est. from Guider,2026-04-12T07:44:47Z
346473,1.5,-18.68,Est. from Guider,2026-04-12T07:44:47Z
346478,1.2,18.34,Est. from Guider,2026-04-12T09:58:37Z
346479,1.2,-2.87,Est. from Guider,2026-04-12T09:58:37Z
346480,1.0,6.57,Est. from Guider,2026-04-12T10:21:20Z
346481,1.0,-6.38,Est. from Guider,2026-04-12T10:21:20Z
347024,2.0,-7.74,Est. from Guider,2026-04-15T03:45:07Z
347025,2.0,-23.96,Est. from Guider,2026-04-15T03:45:07Z
347032,1.8,14.87,Est. from Guider,2026-04-15T06:48:20Z
347033,1.8,-8.41,Est. from Guider,2026-04-15T06:48:20Z
347034,1.8,-26.81,Est. from Guider,2026-04-15T06:48:20Z
347035,1.6,26.1,Est. from Guider,2026-04-15T07:52:28Z
347036,1.6,15.77,Est. from Guider,2026-04-15T07:52:28Z
347037,1.6,0.77,Est. from Guider,2026-04-15T07:52:28Z
347038,1.6,-11.28,Est. from Guider,2026-04-15T07:52:28Z
347039,1.6,-28.17,Est. from Guider,2026-04-15T07:52:28Z
347040,1.5,10.98,Est. from Guider,2026-04-15T08:54:12Z
347041,1.5,-14.52,Est. from Guider,2026-04-15T08:54:12Z
347044,1.4,29.08,Est. from Guider,2026-04-15T10:54:11Z
347045,1.4,12.9,Est. from Guider,2026-04-15T10:54:11Z
347046,1.4,-9.31,Est. from Guider,2026-04-15T10:54:11Z
347047,1.4,-28.48,Est. from Guider,2026-04-15T10:54:11Z
347197,1.3,-0.14,Est. from Guider,2026-04-16T03:02:12Z
347198,1.3,-12.85,Est. from Guider,2026-04-16T03:02:12Z
347199,1.3,-25.56,Est. from Guider,2026-04-16T03:02:12Z
347200,1.3,22.91,Est. from Guider,2026-04-16T04:03:23Z
347201,1.3,9.28,Est. from Guider,2026-04-16T04:03:23Z
347202,1.3,-4.28,Est. from Guider,2026-04-16T04:03:23Z
347205,1.1,-23.35,Est. from Guider,2026-04-16T04:47:18Z
347208,1.2,27.48,Est. from Guider,2026-04-16T06:56:56Z
347209,1.2,3.75,Est. from Guider,2026-04-16T06:56:56Z
347210,1.2,11.37,Est. from Guider,2026-04-16T07:26:41Z
347211,1.2,-16.43,Est. from Guider,2026-04-16T07:26:41Z
347212,1.1,23.35,Est. from Guider,2026-04-16T08:33:57Z
347213,1.1,-3.46,Est. from Guider,2026-04-16T08:33:57Z
347214,1.1,-26.43,Est. from Guider,2026-04-16T08:33:57Z
347217,1.1,25.4,Est. from Guider,2026-04-16T10:21:35Z
347218,1.1,6.56,Est. from Guider,2026-04-16T10:21:35Z
347219,1.1,-15.08,Est. from Guider,2026-04-16T10:21:35Z
347359,0.95,6.07,Est. from Guider,2026-04-17T03:08:44Z
347360,0.95,-5.27,Est. from Guider,2026-04-17T03:08:44Z
347361,1.1,13.21,Est. from Guider,2026-04-17T03:38:19Z
347365,1.2,16.68,Est. from Guider,2026-04-17T05:06:01Z
347366,1.2,0.86,Est. from Guider,2026-04-17T05:06:01Z
347367,1.2,-10.78,Est. from Guider,2026-04-17T05:06:01Z
347368,1.0,-0.3,Est. from Guider,2026-04-17T05:36:46Z
347369,1.0,8.4,Est. from Guider,2026-04-17T06:09:51Z
347370,1.15,6.84,Est. from Guider,2026-04-17T06:30:32Z
347371,1.15,-11.45,Est. from Guider,2026-04-17T06:30:32Z
347372,1.16,21.32,Est. from Guider,2026-04-17T07:16:45Z
347374,1.16,-6.78,Est. from Guider,2026-04-17T07:16:45Z
347375,1.16,-26.68,Est. from Guider,2026-04-17T07:16:45Z
347377,1.05,-2.89,Est. from Guider,2026-04-17T09:18:11Z
347378,0.93,1.15,Est. from Guider,2026-04-17T09:33:34Z
347382,0.83,5.76,Est. from Guider,2026-04-17T11:47:37Z
347383,0.95,2.87,Est. from Guider,2026-04-17T11:58:11Z
347524,1.3,21.34,Est. from Guider,2026-04-18T04:32:55Z
347525,1.3,3.41,Est. from Guider,2026-04-18T04:32:55Z
347526,1.3,-16.85,Est. from Guider,2026-04-18T04:32:55Z
347532,1.2,20.33,Est. from Guider,2026-04-18T06:55:18Z
347533,1.2,2.56,Est. from Guider,2026-04-18T06:55:18Z
347534,1.2,-10.54,Est. from Guider,2026-04-18T06:55:18Z
347535,1.1,1.48,Est. from Guider,2026-04-18T07:26:31Z
347536,1.1,-23.23,Est. from Guider,2026-04-18T07:26:31Z
347537,1.1,10.81,Est. from Guider,2026-04-18T08:18:52Z
347538,1.1,-6.64,Est. from Guider,2026-04-18T08:18:52Z
347539,1.1,-27.46,Est. from Guider,2026-04-18T08:18:52Z
347540,1.0,28.14,Est. from Guider,2026-04-18T09:32:45Z
347541,1.0,13.09,Est. from Guider,2026-04-18T09:32:45Z
347542,1.0,0.2,Est. from Guider,2026-04-18T09:32:45Z
347543,1.0,0.28,Est. from Guider,2026-04-18T09:51:44Z
347544,1.0,2.83,Est. from Guider,2026-04-18T10:21:11Z
347546,1.0,-19.2,Est. from Guider,2026-04-18T10:21:11Z
347707,1.5,29.21,Est. from Guider,2026-04-19T05:58:16Z
347708,1.5,18.07,Est. from Guider,2026-04-19T05:58:16Z
347709,1.5,2.8,Est. from Guider,2026-04-19T05:58:16Z
347710,1.5,-18.53,Est. from Guider,2026-04-19T05:58:16Z
347722,1.2,4.08,Est. from Guider,2026-04-19T09:33:43Z
347723,1.2,-12.12,Est. from Guider,2026-04-19T09:33:43Z
347869,1.1,12.81,Est. from Guider,2026-04-20T03:50:12Z
347870,1.1,-1.57,Est. from Guider,2026-04-20T03:50:12Z
347879,1.1,7.27,Est. from Guider,2026-04-20T06:19:50Z
347881,1.1,-17.93,Est. from Guider,2026-04-20T06:19:50Z
347882,1.0,-3.48,Est. from Guider,2026-04-20T06:59:04Z
347885,1.0,2.75,Est. from Guider,2026-04-20T08:29:53Z
347886,1.0,-23.14,Est. from Guider,2026-04-20T08:29:53Z
347887,1.1,22.09,Est. from Guider,2026-04-20T09:33:43Z
347888,1.1,9.76,Est. from Guider,2026-04-20T09:33:43Z
347889,1.1,-4.82,Est. from Guider,2026-04-20T09:33:43Z
347890,1.1,-25.81,Est. from Guider,2026-04-20T09:33:43Z
347891,1.0,14.18,Est. from Guider,2026-04-20T10:37:06Z
347892,1.0,-7.9,Est. from Guider,2026-04-20T10:37:06Z
347893,1.1,-5.34,Est. from Guider,2026-04-20T10:58:23Z
347894,1.1,-25.77,Est. from Guider,2026-04-20T10:58:23Z
348234,1.6,-10.68,Est. from Guider,2026-04-22T09:41:27Z
348235,0.95,1.24,Est. from Guider,2026-04-22T10:13:00Z
348236,0.8,12.39,Est. from Guider,2026-04-22T10:52:46Z
348237,0.7,11.86,Est. from Guider,2026-04-22T11:21:33Z
348238,0.7,-10.63,Est. from Guider,2026-04-22T11:21:33Z
348239,0.7,-25.87,Est. from Guider,2026-04-22T11:21:33Z
348379,0.7,9.21,Est. from Guider,2026-04-23T04:08:19Z
348380,0.7,-11.91,Est. from Guider,2026-04-23T04:08:19Z
348389,1.2,27.21,Est. from Guider,2026-04-23T08:04:44Z
348390,1.2,8.57,Est. from Guider,2026-04-23T08:04:44Z
348391,0.9,-1.83,Est. from Guider,2026-04-23T08:15:07Z
348392,0.9,-27.44,Est. from Guider,2026-04-23T08:15:07Z
348398,0.6,21.87,Est. from Guider,2026-04-23T11:20:05Z
348399,0.6,-2.54,Est. from Guider,2026-04-23T11:20:05Z
348400,0.5,-8.19,Est. from Guider,2026-04-23T11:34:35Z
348561,0.9,19.32,Est. from Guider,2026-04-24T04:45:08Z
348562,0.9,2.73,Est. from Guider,2026-04-24T04:45:08Z
348563,0.7,10.75,Est. from Guider,2026-04-24T05:16:00Z
348564,0.8,5.27,Est. from Guider,2026-04-24T05:37:36Z
348565,0.8,-17.02,Est. from Guider,2026-04-24T05:37:36Z
348567,1.0,29.1,Est. from Guider,2026-04-24T07:16:52Z
348568,1.0,8.99,Est. from Guider,2026-04-24T07:16:52Z
348569,1.0,-13.9,Est. from Guider,2026-04-24T07:16:52Z
348570,0.9,29.97,Est. from Guider,2026-04-24T08:26:01Z
348571,0.9,5.14,Est. from Guider,2026-04-24T08:26:01Z
348572,0.9,-19.14,Est. from Guider,2026-04-24T08:26:01Z
348574,0.65,22.76,Est. from Guider,2026-04-24T09:51:45Z
348575,0.65,3.08,Est. from Guider,2026-04-24T09:51:45Z
348576,0.6,-7.4,Est. from Guider,2026-04-24T10:01:53Z
348577,0.7,-3.89,Est. from Guider,2026-04-24T10:28:16Z
348578,0.65,-5.5,Est. from Guider,2026-04-24T10:47:35Z
348579,0.6,0.95,Est. from Guider,2026-04-24T11:11:34Z
348580,0.6,-17.37,Est. from Guider,2026-04-24T11:11:34Z
348581,0.6,-29.97,Est. from Guider,2026-04-24T11:11:34Z
